Channel,Energy (keV),CTS,CR,Net CR,Error
110,30.3907,1,0.005555556,-0.011388889,0.005763471
111,30.6672,0,0,-0.016944444,0.001534078
112,30.9437,1,0.005555556,-0.013888889,0.005793515
113,31.2202,2,0.011111111,-0.007916667,0.008023163
114,31.4967,0,0,-0.016805556,0.001527778
115,31.7732,2,0.011111111,-0.006527778,0.008011132
116,32.0497,3,0.016666667,-0.000972222,0.009748971
117,32.3262,5,0.027777778,0.011388889,0.012513881
118,32.6027,12,0.066666667,0.046666667,0.019317043
119,32.8792,11,0.061111111,0.043055556,0.018493618
120,33.1557,14,0.077777778,0.058888889,0.020849993
121,33.4322,12,0.066666667,0.052222222,0.01929706
122,33.7087,7,0.038888889,0.023611111,0.014770623
123,33.9852,11,0.061111111,0.044861111,0.018486836
124,34.2617,10,0.055555556,0.037361111,0.017639982
125,34.5382,14,0.077777778,0.060972222,0.020843053
126,34.8147,8,0.044444444,0.025972222,0.01579491
127,35.0912,19,0.105555556,0.086388889,0.024271007
128,35.3677,16,0.088888889,0.071388889,0.022276843
129,35.6442,11,0.061111111,0.043888889,0.018490488
130,35.9207,7,0.038888889,0.01875,0.01479346
131,36.1972,7,0.038888889,0.0225,0.014775846
132,36.4737,12,0.066666667,0.048194444,0.01931155
133,36.7502,11,0.061111111,0.043611111,0.018491531
134,37.0267,10,0.055555556,0.040555556,0.017627402
135,37.3032,13,0.072222222,0.055416667,0.020089019
136,37.5797,18,0.1,0.085694444,0.023612337
137,37.8562,9,0.05,0.034583333,0.016730779
138,38.1327,17,0.094444444,0.0775,0.022957455
139,38.4092,18,0.1,0.083472222,0.023618871
140,38.6857,23,0.127777778,0.11,0.026689805
141,38.9622,23,0.127777778,0.111805556,0.026685106
142,39.2387,31,0.172222222,0.154583333,0.030971599
143,39.5152,34,0.188888889,0.175416667,0.032423045
144,39.7917,33,0.183333333,0.168333333,0.03194686
145,40.0682,40,0.222222222,0.203194444,0.035174005
146,40.3447,34,0.188888889,0.173333333,0.032427507
147,40.6212,39,0.216666667,0.2025,0.034722778
148,40.8977,38,0.211111111,0.196944444,0.034275459
149,41.1742,49,0.272222222,0.257361111,0.038915418
150,41.4507,45,0.25,0.236805556,0.037292378
151,41.7272,43,0.238888889,0.221666667,0.036463029
152,42.0037,55,0.305555556,0.291666667,0.041224506
153,42.2802,53,0.294444444,0.279722222,0.040470325
154,42.5567,43,0.238888889,0.224722222,0.036457209
155,42.8332,54,0.3,0.287777778,0.040845614
156,43.1097,56,0.311111111,0.29625,0.041598787
157,43.3862,67,0.372222222,0.355,0.045500475
158,43.6627,70,0.388888889,0.372222222,0.046506007
159,43.9392,63,0.35,0.335694444,0.044118379
160,44.2157,62,0.344444444,0.328194444,0.043770277
161,44.4922,88,0.488888889,0.474305556,0.052135159
162,44.7687,87,0.483333333,0.469861111,0.051836824
163,45.0452,77,0.427777778,0.413611111,0.048769978
164,45.3217,104,0.577777778,0.562361111,0.056674666
165,45.5982,95,0.527777778,0.511805556,0.054169338
166,45.8747,121,0.672222222,0.6575,0.061127839
167,46.1512,84,0.466666667,0.449444444,0.050940991
168,46.4277,137,0.761111111,0.748333333,0.065039755
169,46.7042,129,0.716666667,0.70125,0.063115946
170,46.9807,127,0.705555556,0.689305556,0.062625953
171,47.2572,117,0.65,0.636527778,0.060108088
172,47.5337,144,0.8,0.782222222,0.066685183
173,47.8102,170,0.944444444,0.929027778,0.072450361
174,48.0867,170,0.944444444,0.931388889,0.072448098
175,48.3632,189,1.05,1.035416667,0.07638952
176,48.6397,196,1.088888889,1.075416667,0.077789806
177,48.9162,215,1.194444444,1.178333333,0.081474168
178,49.1927,227,1.261111111,1.248055556,0.083713715
179,49.4692,270,1.5,1.483472222,0.091299665
180,49.7457,309,1.716666667,1.700416667,0.097669309
181,50.0222,345,1.916666667,1.903611111,0.10319865
182,50.2987,353,1.961111111,1.943194444,0.104391332
183,50.5752,394,2.188888889,2.175833333,0.11028285
184,50.8517,410,2.277777778,2.263194444,0.112500429
185,51.1282,451,2.505555556,2.490277778,0.117990995
186,51.4047,519,2.883333333,2.869861111,0.126571678
187,51.6812,499,2.772222222,2.759583333,0.124108783
188,51.9577,566,3.144444444,3.12875,0.132179104
189,52.2342,533,2.961111111,2.945694444,0.128268307
190,52.5107,617,3.427777778,3.414166667,0.138003987
191,52.7872,627,3.483333333,3.469444444,0.139117867
192,53.0637,687,3.816666667,3.805138889,0.145620413
193,53.3402,680,3.777777778,3.762638889,0.144878421
194,53.6167,713,3.961111111,3.944305556,0.148352644
195,53.8932,799,4.438888889,4.425277778,0.157042619
196,54.1697,818,4.544444444,4.529027778,0.158899512
197,54.4462,828,4.6,4.585,0.159867567
198,54.7227,865,4.805555556,4.790694444,0.163400107
199,54.9992,938,5.211111111,5.195694444,0.170155101
200,55.2757,919,5.105555556,5.088611111,0.168423724
201,55.5522,939,5.216666667,5.203472222,0.170244865
202,55.8287,1034,5.744444444,5.730833333,0.178649015
203,56.1052,1048,5.822222222,5.806805556,0.179854998
204,56.3817,1030,5.722222222,5.707083333,0.178303747
205,56.6582,1034,5.744444444,5.732222222,0.178648475
206,56.9347,1095,6.083333333,6.07,0.183842727
207,57.2112,1145,6.361111111,6.346111111,0.187993589
208,57.4877,1065,5.916666667,5.904166667,0.181306664
209,57.7642,1100,6.111111111,6.095972222,0.184262638
210,58.0407,1150,6.388888889,6.373888889,0.188403584
211,58.3172,1162,6.455555556,6.44,0.189384155
212,58.5937,1197,6.65,6.635972222,0.192214445
213,58.8702,1247,6.927777778,6.913194444,0.196187869
214,59.1467,1259,6.994444444,6.982916667,0.19712845
215,59.4232,1263,7.016666667,7.00125,0.197442707
216,59.6997,1221,6.783333333,6.769027778,0.194131842
217,59.9762,1296,7.2,7.184027778,0.200005546
218,60.2527,1306,7.255555556,7.237638889,0.200776319
219,60.5292,1231,6.838888889,6.82625,0.194924556
220,60.8057,1357,7.538888889,7.521388889,0.20465861
221,61.0822,1332,7.4,7.386527778,0.202763365
222,61.3587,1328,7.377777778,7.361944444,0.202459511
223,61.6352,1355,7.527777778,7.510416667,0.204507699
224,61.9117,1335,7.416666667,7.400138889,0.202992609
225,62.1882,1370,7.611111111,7.595277778,0.205635964
226,62.4647,1344,7.466666667,7.450555556,0.203675524
227,62.7412,1333,7.405555556,7.391805556,0.202839555
228,63.0177,1383,7.683333333,7.666944444,0.206609442
229,63.2942,1377,7.65,7.634305556,0.206160568
230,63.5707,1373,7.627777778,7.612083333,0.205860931
231,63.8472,1406,7.811111111,7.795277778,0.208320092
232,64.1237,1426,7.922222222,7.905694444,0.209796666
233,64.4002,1352,7.511111111,7.495833333,0.204280486
234,64.6767,1367,7.594444444,7.577638889,0.205411032
235,64.9532,1390,7.722222222,7.705833333,0.207131627
236,65.2297,1360,7.555555556,7.537222222,0.20488498
237,65.5062,1333,7.405555556,7.389166667,0.202840458
238,65.7827,1377,7.65,7.634722222,0.206160428
239,66.0592,1398,7.766666667,7.749722222,0.207726988
240,66.3357,1427,7.927777778,7.911111111,0.209870257
241,66.6122,1351,7.505555556,7.48625,0.204206298
242,66.8887,1389,7.716666667,7.696805556,0.207058274
243,67.1652,1393,7.738888889,7.721805556,0.20735525
244,67.4417,1442,8.011111111,7.990972222,0.210971491
245,67.7182,1441,8.005555556,7.985972222,0.210898147
246,67.9947,1404,7.8,7.782916667,0.208172299
247,68.2712,1433,7.961111111,7.945,0.2103108
248,68.5477,1397,7.761111111,7.743333333,0.207652963
249,68.8242,1421,7.894444444,7.877777778,0.209428602
250,69.1007,1385,7.694444444,7.674583333,0.206759938
251,69.3772,1431,7.95,7.930833333,0.210165004
252,69.6537,1448,8.044444444,8.025694444,0.211409466
253,69.9302,1427,7.927777778,7.909444444,0.209870808
254,70.2067,1515,8.416666667,8.396805556,0.216245272
255,70.4832,1445,8.027777778,8.009166667,0.211190318
256,70.7597,1370,7.611111111,7.586805556,0.205638825
257,71.0362,1481,8.227777778,8.206805556,0.213805494
258,71.3127,1465,8.138888889,8.114444444,0.212648641
259,71.5892,1419,7.883333333,7.857638889,0.209284173
260,71.8657,1412,7.844444444,7.819861111,0.208767002
261,72.1422,1443,8.016666667,7.988888889,0.211047139
262,72.4187,1411,7.838888889,7.811944444,0.208693855
263,72.6952,1445,8.027777778,7.999583333,0.211193469
264,72.9717,1486,8.255555556,8.2275,0.214168378
265,73.2482,1480,8.222222222,8.193194444,0.213735921
266,73.5247,1436,7.977777778,7.941666667,0.210537415
267,73.8012,1448,8.044444444,8.008055556,0.21141526
268,74.0777,1530,8.5,8.466527778,0.217317443
269,74.3542,1421,7.894444444,7.858888889,0.209434866
270,74.6307,1448,8.044444444,8.006111111,0.211415898
271,74.9072,1482,8.233333333,8.199305556,0.213881899
272,75.1837,1471,8.172222222,8.145694444,0.2130843
273,75.4602,1477,8.205555556,8.174305556,0.213519929
274,75.7367,1478,8.211111111,8.186805556,0.213589934
275,76.0132,1485,8.25,8.226805556,0.214094733
276,76.2897,1515,8.416666667,8.39625,0.216245451
277,76.5662,1474,8.188888889,8.166388889,0.213300146
278,76.8427,1494,8.3,8.278333333,0.214741986
279,77.1192,1418,7.877777778,7.856111111,0.209209085
280,77.3957,1484,8.244444444,8.227083333,0.214020748
281,77.6722,1435,7.972222222,7.952222222,0.210458787
282,77.9487,1371,7.616666667,7.599027778,0.205711606
283,78.2252,1446,8.033333333,8.013611111,0.211263742
284,78.5017,1373,7.627777778,7.607777778,0.205862384
285,78.7782,1404,7.8,7.779166667,0.20817355
286,79.0547,1390,7.722222222,7.705277778,0.207131813
287,79.3312,1438,7.988888889,7.971666667,0.210677735
288,79.6077,1413,7.85,7.831944444,0.208838739
289,79.8842,1377,7.65,7.625833333,0.206163422
290,80.1607,1498,8.322222222,8.304583333,0.215027946
291,80.4372,1390,7.722222222,7.70375,0.207132325
292,80.7137,1462,8.122222222,8.10125,0.212429682
293,80.9902,1455,8.083333333,8.061666667,0.211920779
294,81.2667,1454,8.077777778,8.057638889,0.211847446
295,81.5432,1454,8.077777778,8.060138889,0.211846626
296,81.8197,1404,7.8,7.780416667,0.208173133
297,82.0962,1462,8.122222222,8.100833333,0.212429818
298,82.3727,1402,7.788888889,7.765,0.208026255
299,82.6492,1436,7.977777778,7.958611111,0.210531826
300,82.9257,1480,8.222222222,8.198472222,0.213734206
301,83.2022,1422,7.9,7.874861111,0.209505084
302,83.4787,1492,8.288888889,8.262916667,0.214599604
303,83.7552,1503,8.35,8.32125,0.215390069
304,84.0317,1430,7.944444444,7.91375,0.210095373
305,84.3082,1459,8.105555556,8.071111111,0.212216041
306,84.5847,1467,8.15,8.117916667,0.212796226
307,84.8612,1503,8.35,8.320972222,0.215390159
308,85.1377,1470,8.166666667,8.134861111,0.213013586
309,85.4142,1508,8.377777778,8.352083333,0.215747024
310,85.6907,1388,7.711111111,7.685416667,0.206985688
311,85.9672,1483,8.238888889,8.211388889,0.213951921
312,86.2437,1480,8.222222222,8.198055556,0.213734342
313,86.5202,1477,8.205555556,8.177916667,0.213518754
314,86.7967,1450,8.055555556,8.028194444,0.211558234
315,87.0732,1448,8.044444444,8.02,0.211411336
316,87.3497,1405,7.805555556,7.7825,0.208248409
317,87.6262,1457,8.094444444,8.070138889,0.212067234
318,87.9027,1505,8.361111111,8.335972222,0.215532153
319,88.1792,1503,8.35,8.3275,0.215388054
320,88.4557,1537,8.538888889,8.515,0.217810903
321,88.7322,1424,7.911111111,7.888194444,0.209651616
322,89.0087,1379,7.661111111,7.636111111,0.206313355
323,89.2852,1412,7.844444444,7.822638889,0.208766078
324,89.5617,1418,7.877777778,7.855555556,0.20920927
325,89.8382,1481,8.227777778,8.205277778,0.21380599
326,90.1147,1447,8.038888889,8.014305556,0.211338374
327,90.3912,1447,8.038888889,8.016666667,0.211337598
328,90.6677,1467,8.15,8.124027778,0.212794232
329,90.9442,1419,7.883333333,7.864166667,0.209282007
330,91.2207,1509,8.383333333,8.357777778,0.215818497
331,91.4972,1478,8.211111111,8.188888889,0.213589256
332,91.7737,1471,8.172222222,8.147638889,0.213083666
333,92.0502,1488,8.266666667,8.240694444,0.214311766
334,92.3267,1468,8.155555556,8.131944444,0.21286597
335,92.6032,1510,8.388888889,8.36625,0.215889052
336,92.8797,1470,8.166666667,8.142222222,0.213011186
337,93.1562,1487,8.261111111,8.236388889,0.214239341
338,93.4327,1491,8.283333333,8.262083333,0.214526152
339,93.7092,1442,8.011111111,7.984027778,0.210973777
340,93.9857,1464,8.133333333,8.110833333,0.212575422
341,94.2622,1515,8.416666667,8.394583333,0.216245986
342,94.5387,1417,7.872222222,7.852083333,0.209134801
343,94.8152,1446,8.033333333,8.009166667,0.211265203
344,95.0917,1438,7.988888889,7.964861111,0.210679978
345,95.3682,1458,8.1,8.077361111,0.212139445
346,95.6447,1499,8.327777778,8.305555556,0.215101182
347,95.9212,1519,8.438888889,8.418472222,0.216530718
348,96.1977,1532,8.511111111,8.487361111,0.217456316
349,96.4742,1494,8.3,8.277777778,0.214742165
350,96.7507,1470,8.166666667,8.146527778,0.213009782
351,97.0272,1487,8.261111111,8.235694444,0.214239566
352,97.3037,1447,8.038888889,8.016527778,0.211337643
353,97.5802,1487,8.261111111,8.236944444,0.214239161
354,97.8567,1460,8.111111111,8.09,0.212284386
355,98.1332,1469,8.161111111,8.136388889,0.212938817
356,98.4097,1436,7.977777778,7.95625,0.210532605
357,98.6862,1524,8.466666667,8.444027778,0.216887485
358,98.9627,1507,8.372222222,8.350833333,0.215674098
359,99.2392,1452,8.066666667,8.044166667,0.211702479
360,99.5157,1522,8.455555556,8.428055556,0.216746691
361,99.7922,1497,8.316666667,8.291527778,0.21495859
362,100.0687,1537,8.538888889,8.511944444,0.217811877
363,100.3452,1490,8.277777778,8.252777778,0.214455419
364,100.6217,1496,8.311111111,8.289861111,0.21488553
365,100.8982,1454,8.077777778,8.055833333,0.211848038
366,101.1747,1465,8.138888889,8.113888889,0.212648822
367,101.4512,1536,8.533333333,8.511111111,0.217739509
368,101.7277,1414,7.855555556,7.830833333,0.208914837
369,102.0042,1536,8.533333333,8.509444444,0.217740041
370,102.2807,1467,8.15,8.125416667,0.212793778
371,102.5572,1419,7.883333333,7.860416667,0.209283251
372,102.8337,1441,8.005555556,7.98,0.210900114
373,103.1102,1469,8.161111111,8.139166667,0.212937911
374,103.3867,1584,8.8,8.774166667,0.221116433
375,103.6632,1455,8.083333333,8.06,0.211921325
376,103.9397,1530,8.5,8.471666667,0.217315801
377,104.2162,1527,8.483333333,8.460277778,0.217100971
378,104.4927,1535,8.527777778,8.504444444,0.217668978
379,104.7692,1464,8.133333333,8.11125,0.212575286
380,105.0457,1472,8.177777778,8.150277778,0.213157027
381,105.3222,1459,8.105555556,8.079027778,0.212213451
382,105.5987,1480,8.222222222,8.197083333,0.213734658
383,105.8752,1533,8.516666667,8.492083333,0.217527537
384,106.1517,1470,8.166666667,8.140138889,0.213011865
385,106.4282,1476,8.2,8.177361111,0.21344484
386,106.7047,1476,8.2,8.172916667,0.213446286
387,106.9812,1504,8.355555556,8.329166667,0.215460944
388,107.2577,1543,8.572222222,8.548888889,0.218235418
389,107.5342,1489,8.272222222,8.246111111,0.214383807
390,107.8107,1480,8.222222222,8.196944444,0.213734703
391,108.0872,1464,8.133333333,8.105138889,0.212577283
392,108.3637,1536,8.533333333,8.506805556,0.217740882
393,108.6402,1372,7.622222222,7.597083333,0.205789141
394,108.9167,1494,8.3,8.273888889,0.214743423
395,109.1932,1472,8.177777778,8.152777778,0.213156213
396,109.4697,1473,8.183333333,8.157638889,0.213228825
397,109.7462,1532,8.511111111,8.484444444,0.217457247
398,110.0227,1439,7.994444444,7.968333333,0.210753901
399,110.2992,1487,8.261111111,8.235833333,0.214239521
400,110.5757,1450,8.055555556,8.032777778,0.21155673
401,110.8522,1463,8.127777778,8.101111111,0.212504176
402,111.1287,1465,8.138888889,8.111944444,0.212649457
403,111.4052,1436,7.977777778,7.951944444,0.210534025
404,111.6817,1533,8.516666667,8.491666667,0.21752767
405,111.9582,1468,8.155555556,8.129166667,0.212866876
406,112.2347,1469,8.161111111,8.131805556,0.212940312
407,112.5112,1467,8.15,8.120833333,0.212795274
408,112.7877,1459,8.105555556,8.079583333,0.212213269
409,113.0642,1523,8.461111111,8.43875,0.216816232
410,113.3407,1531,8.505555556,8.480416667,0.217385781
411,113.6172,1524,8.466666667,8.440277778,0.216888686
412,113.8937,1477,8.205555556,8.180277778,0.213517986
413,114.1702,1481,8.227777778,8.203055556,0.213806712
414,114.4467,1439,7.994444444,7.968611111,0.210753809
415,114.7232,1506,8.366666667,8.341666667,0.215603696
416,114.9997,1542,8.566666667,8.542638889,0.218164914
417,115.2762,1524,8.466666667,8.441527778,0.216888286
418,115.5527,1440,8,7.9775,0.210825922
419,115.8292,1531,8.505555556,8.478611111,0.217386358
420,116.1057,1507,8.372222222,8.350138889,0.215674321
421,116.3822,1501,8.338888889,8.313611111,0.215245607
422,116.6587,1536,8.533333333,8.505416667,0.217741325
423,116.9352,1487,8.261111111,8.235833333,0.214239521
424,117.2117,1524,8.466666667,8.440416667,0.216888642
425,117.4882,1481,8.227777778,8.201944444,0.213807073
426,117.7647,1493,8.294444444,8.265138889,0.214672581
427,118.0412,1534,8.522222222,8.495694444,0.217599089
428,118.3177,1538,8.544444444,8.518611111,0.217882362
429,118.5942,1540,8.555555556,8.531388889,0.218023441
430,118.8707,1516,8.422222222,8.392916667,0.216319656
431,119.1472,1442,8.011111111,7.985138889,0.210973411
432,119.4237,1560,8.666666667,8.641944444,0.219434687
433,119.7002,1507,8.372222222,8.345277778,0.215675886
434,119.9767,1517,8.427777778,8.401111111,0.216390137
435,120.2532,1518,8.433333333,8.408888889,0.216460728
436,120.5297,1497,8.316666667,8.291388889,0.214958634
437,120.8062,1523,8.461111111,8.431388889,0.21681859
438,121.0827,1558,8.655555556,8.629861111,0.219294296
439,121.3592,1496,8.311111111,8.285833333,0.214886831
440,121.6357,1542,8.566666667,8.539861111,0.218165798
441,121.9122,1548,8.6,8.575138889,0.218589183
442,122.1887,1521,8.45,8.42625,0.216674279
443,122.4652,1576,8.755555556,8.727361111,0.220558136
444,122.7417,1557,8.65,8.618194444,0.219225849
445,123.0182,1487,8.261111111,8.234305556,0.214240017
446,123.2947,1554,8.633333333,8.606805556,0.219012893
447,123.5712,1561,8.672222222,8.646527778,0.21950531
448,123.8477,1496,8.311111111,8.284583333,0.214887235
449,124.1242,1596,8.866666667,8.836666667,0.221953657
450,124.4007,1585,8.805555556,8.777916667,0.22118678
451,124.6772,1537,8.538888889,8.510833333,0.217812232
452,124.9537,1594,8.855555556,8.825555556,0.221814557
453,125.2302,1583,8.794444444,8.767638889,0.221046935
454,125.5067,1542,8.566666667,8.544305556,0.218164384
455,125.7832,1569,8.716666667,8.690416667,0.220067198
456,126.0597,1508,8.377777778,8.350833333,0.215747427
457,126.3362,1541,8.561111111,8.535416667,0.218094697
458,126.6127,1609,8.938888889,8.913611111,0.222854223
459,126.8892,1525,8.472222222,8.448333333,0.216959026
460,127.1657,1522,8.455555556,8.432083333,0.216745401
461,127.4422,1576,8.755555556,8.727361111,0.220558136
462,127.7187,1552,8.622222222,8.596666667,0.218871615
463,127.9952,1507,8.372222222,8.349722222,0.215674455
464,128.2717,1620,9,8.976666667,0.223614044
465,128.5482,1584,8.8,8.776944444,0.22111556
466,128.8247,1653,9.183333333,9.156527778,0.225881034
467,129.1012,1630,9.055555556,9.032638889,0.224302976
468,129.3777,1556,8.644444444,8.618194444,0.219153684
469,129.6542,1669,9.272222222,9.243055556,0.226972238
470,129.9307,1700,9.444444444,9.419861111,0.229068876
471,130.2072,1727,9.594444444,9.567083333,0.230881505
472,130.4837,1650,9.166666667,9.140555556,0.225675768
473,130.7602,1689,9.383333333,9.3575,0.228326997
474,131.0367,1732,9.622222222,9.596527778,0.231214962
475,131.3132,1820,10.11111111,10.08555556,0.237015588
476,131.5897,1873,10.40555556,10.38069444,0.240441458
477,131.8662,1856,10.31111111,10.28819444,0.239347307
478,132.1427,1970,10.94444444,10.91861111,0.246588842
479,132.4192,1932,10.73333333,10.71194444,0.244197871
480,132.6957,1907,10.59444444,10.56791667,0.242614322
481,132.9722,1970,10.94444444,10.91944444,0.246588608
482,133.2487,2127,11.81666667,11.79194444,0.256225646
483,133.5252,2199,12.21666667,12.19013889,0.260526495
484,133.8017,2150,11.94444444,11.91916667,0.257607328
485,134.0782,2345,13.02777778,13.00236111,0.26903545
486,134.3547,2456,13.64444444,13.61819444,0.275329103
487,134.6312,2578,14.32222222,14.29763889,0.28208388
488,134.9077,2773,15.40555556,15.37958333,0.292557733
489,135.1842,2803,15.57222222,15.54888889,0.29413532
490,135.4607,2960,16.44444444,16.41861111,0.302260835
491,135.7372,3168,17.6,17.57486111,0.312699967
492,136.0137,3429,19.05,19.02597222,0.325325484
493,136.2902,3592,19.95555556,19.93041667,0.332968
494,136.5667,3958,21.98888889,21.96472222,0.349519456
495,136.8432,4338,24.1,24.07375,0.365913289
496,137.1197,4631,25.72777778,25.70291667,0.378068184
497,137.3962,5092,28.28888889,28.26277778,0.396439302
498,137.6727,5417,30.09444444,30.07194444,0.40889422
499,137.9492,5781,32.11666667,32.08875,0.422409521
500,138.2257,6070,33.72222222,33.69666667,0.432838571
501,138.5022,6164,34.24444444,34.21666667,0.436177454
502,138.7787,6076,33.75555556,33.72888889,0.433052616
503,139.0552,5837,32.42777778,32.40305556,0.424449944
504,139.3317,5338,29.65555556,29.62722222,0.405902724
505,139.6082,4896,27.2,27.17375,0.388734816
506,139.8847,4397,24.42777778,24.4025,0.36839298
507,140.1612,3625,20.13888889,20.11416667,0.334493871
508,140.4377,3004,16.68888889,16.66180556,0.304499279
509,140.7142,2539,14.10555556,14.08180556,0.279941951
510,140.9907,2267,12.59444444,12.56722222,0.264523943
511,141.2672,1976,10.97777778,10.95361111,0.246963582
512,141.5437,1776,9.866666667,9.841388889,0.234133137
513,141.8202,1634,9.077777778,9.050694444,0.224579296
514,142.0967,1585,8.805555556,8.782916667,0.221185211
515,142.3732,1539,8.55,8.526805556,0.217952338
516,142.6497,1571,8.727777778,8.7025,0.220207096
517,142.9262,1584,8.8,8.773611111,0.221116607
518,143.2027,1424,7.911111111,7.885416667,0.209652536
519,143.4792,1524,8.466666667,8.44125,0.216888375
520,143.7557,1462,8.122222222,8.097361111,0.212430953
521,144.0322,1457,8.094444444,8.073472222,0.212066142
522,144.3087,1492,8.288888889,8.264722222,0.21459902
523,144.5852,1444,8.022222222,7.999027778,0.211118741
524,144.8617,1465,8.138888889,8.113611111,0.212648913
525,145.1382,1469,8.161111111,8.136666667,0.212938726
526,145.4147,1485,8.25,8.225694444,0.214095094
527,145.6912,1454,8.077777778,8.0525,0.21184913
528,145.9677,1550,8.611111111,8.591388889,0.218728703
529,146.2442,1481,8.227777778,8.201388889,0.213807254
530,146.5207,1499,8.327777778,8.30375,0.215101765
531,146.7972,1426,7.922222222,7.895555556,0.209800022
532,147.0737,1569,8.716666667,8.693472222,0.220066234
533,147.3502,1496,8.311111111,8.285694444,0.214886876
534,147.6267,1457,8.094444444,8.07,0.212067279
